,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
23085,Female,Group b,law degree,Standard,Start,Single,Sometimes,Yes,2,School_bus,5-10,69,76,73
23086,Female,Group b,college degree,Free,Completed,Married,Sometimes,Yes,3,Own car,5-10,78,90,91
23087,Female,Group a,college degree,Standard,Start,Married,Regularly,Yes,2,School_bus,0-5,43,55,55
23088,Female,Group d,college degree,Standard,Start,Married,Never,No,3,Private car,5-10,59,73,75
23089,Female,Group c,college degree,Standard,Completed,Married,Regularly,Yes,1,Private car,5-10,62,70,68
23090,Female,Group c,High school,Free,Completed,Widowed,Regularly,Yes,1,Private car,5-10,57,73,71
23091,Female,Group c,Associate's degree,Standard,Completed,Married,Regularly,No,2,Private car,5-10,93,96,100
23092,Female,Group c,Associate's degree,Free,Completed,Single,Regularly,Yes,0,Private car,0-10,62,81,88
23093,Female,Group c,Bachelor's degree,Standard,Start,Married,Sometimes,No,1,Private car,0-5,60,78,67
23094,Female,Group d,law degree,Standard,Start,Married,Sometimes,Yes,1,School_bus,5-10,51,62,64
23095,Female,Group d,law degree,Standard,Completed,Married,Sometimes,No,1,Private car,0-10,81,84,80
23096,Female,Group c,law degree,Standard,Start,Married,Regularly,No,1,Own car,5-10,70,69,75
23097,Male,Group d,Professional certification,Free,Start,Divorced,Never,No,2,Private car,0-5,45,51,47
23098,Female,Group e,law degree,Standard,Completed,Married,Regularly,Yes,2,School_bus,0-5,95,92,94
23099,Male,Group e,Associate's degree,Standard,Completed,Single,Sometimes,No,4,Own car,0-5,97,88,77
23100,Male,Group c,Professional certification,Free,Start,Married,Regularly,No,2,School_bus,0-5,55,48,48
23101,Male,Group c,college degree,Standard,Start,Single,Never,No,1,Private car,0-10,67,61,62
23103,Female,Group b,High school,Free,Completed,Divorced,Regularly,Yes,4,School_bus,5-10,62,76,69
23104,Male,Group d,law degree,Standard,Start,Married,Sometimes,Yes,3,School_bus,5-10,65,55,49
23105,Male,Group b,Associate's degree,Free,Completed,Married,Regularly,Yes,3,Private car,0-5,65,68,74
23106,Female,Group e,law degree,Standard,In progress,Married,Sometimes,Yes,3,Private car,5-10,88,95,94
23107,Male,Group e,law degree,Free,Completed,Divorced,Sometimes,No,2,Private car,0-10,85,85,75
23108,Female,Group d,college degree,Standard,Completed,Married,Sometimes,Yes,1,Private car,5-10,67,79,75
23109,Female,Group e,Associate's degree,Standard,Start,Single,Sometimes,Yes,3,School_bus,5-10,83,96,90
23110,Female,Group f,Associate's degree,Free,Start,Divorced,Sometimes,Yes,0,School_bus,5-10,38,45,47
23111,Male,Group c,college degree,Standard,Start,Married,Sometimes,Yes,7,Private car,0-5,89,86,78
23112,Female,Group c,Associate's degree,Standard,Start,Married,Never,Yes,4,Private car,5-10,88,92,97
23113,Male,Group c,Master's degree,Standard,Start,Divorced,Sometimes,Yes,6,School_bus,0-5,68,62,60
23114,Female,Group e,college degree,Standard,Start,Married,Sometimes,No,3,Own car,5-10,74,73,72
23116,Male,Group c,law degree,Free,Start,Widowed,Sometimes,Yes,1,School_bus,5-10,72,70,68
23117,Male,Group f,Associate's degree,Free,Start,Divorced,Regularly,Yes,1,Private car,5-10,43,45,43
23118,Female,Group c,Associate's degree,Standard,Start,Married,Regularly,Yes,3,School_bus,0-10,74,74,76
23119,Female,Group b,college degree,Free,Completed,Divorced,Sometimes,Yes,1,School_bus,0-5,50,65,63
23120,Female,Group d,Master's degree,Standard,Start,Married,Regularly,Yes,1,School_bus,5-10,49,52,51
23121,Female,Group b,High school,Free,Completed,Married,Sometimes,Yes,1,Private car,0-10,44,66,68
23122,Female,Group c,High school,Standard,Start,Married,Regularly,Yes,0,Own car,0-10,59,63,58
23123,Female,Group a,college degree,Standard,Completed,Single,Regularly,No,4,School_bus,0-5,82,93,98
23124,Female,Group d,High school,Standard,Start,Divorced,Regularly,Yes,1,Own car,0-5,72,80,82
23125,Female,Group c,Bachelor's degree,Free,Start,Married,Sometimes,No,2,School_bus,5-10,58,61,65
23126,Male,Group c,Master's degree,Free,Completed,Married,Regularly,Yes,2,Private car,5-10,50,50,52
23127,Male,Group d,High school,Free,Completed,Married,Sometimes,Yes,3,Private car,5-10,51,53,49
23128,Male,Group c,Associate's degree,Standard,Completed,Divorced,Never,Yes,2,School_bus,0-5,75,73,73
23130,Female,Group d,Associate's degree,Standard,Start,Single,Sometimes,Yes,1,Private car,5-10,74,70,74
23131,Female,Group c,college degree,Standard,Start,Married,Regularly,Yes,1,Private car,5-10,62,63,60
23132,Male,Group c,Associate's degree,Standard,Start,Divorced,Regularly,Yes,2,Own car,5-10,86,86,82
23133,Female,Group d,law degree,Free,Start,Married,Sometimes,No,2,School_bus,0-5,49,59,60
23134,Female,Group b,Associate's degree,Standard,Completed,Married,Sometimes,No,3,Private car,5-10,78,86,89
23135,Male,Group b,High school,Standard,Start,Single,Sometimes,No,1,Private car,0-5,76,82,74
23136,Female,Group c,law degree,Standard,Start,Married,Regularly,No,1,Own car,5-10,81,85,86
23137,Female,Group c,Associate's degree,Free,Completed,Married,Sometimes,No,3,School_bus,5-10,54,66,67
23138,Male,Group c,Bachelor's degree,Standard,Start,Married,Regularly,Yes,1,Private car,0-5,66,65,65
23139,Female,Group b,High school,Standard,Completed,Married,Regularly,Yes,0,School_bus,5-10,94,100,97
23141,Male,Group c,Master's degree,Standard,Start,Divorced,Sometimes,Yes,1,School_bus,5-10,71,77,71
23142,Male,Group c,High school,Standard,Start,Divorced,Sometimes,Yes,1,Private car,0-5,88,77,72
23143,Male,Group d,Associate's degree,Standard,Start,Married,Sometimes,Yes,2,School_bus,5-10,74,69,65
23144,Male,Group b,law degree,Standard,Completed,Divorced,Sometimes,Yes,3,School_bus,0-10,80,70,72
23145,Male,Group b,Associate's degree,Free,Start,Single,Sometimes,No,6,School_bus,5-10,63,62,54
23146,Female,Group d,High school,Standard,Start,Single,Sometimes,Yes,3,School_bus,5-10,65,87,88
23147,Female,Group b,High school,Free,Completed,Married,Regularly,Yes,3,School_bus,5-10,76,95,94
23148,Female,Group a,law degree,Standard,Completed,Married,Never,Yes,0,Private car,5-10,32,44,43
23149,Male,Group b,college degree,Standard,Start,Married,Never,Yes,4,Private car,5-10,68,64,63
23150,Male,Group c,Bachelor's degree,Free,Completed,Married,Never,Yes,5,Private car,5-10,68,74,75
23151,Female,Group c,High school,Free,Start,Divorced,Regularly,Yes,3,School_bus,5-10,55,58,52
23152,Female,Group c,High school,Free,Start,Single,Never,Yes,1,Private car,5-10,47,56,51
23153,Male,Group c,law degree,Standard,Start,Married,Regularly,Yes,1,Own car,0-5,78,64,69
23154,Female,Group d,Bachelor's degree,Free,Start,Married,Sometimes,Yes,0,School_bus,0-5,55,76,75
23155,Female,Group d,college degree,Free,Start,Married,Regularly,Yes,2,Private car,0-5,45,46,52
23156,Male,Group a,Bachelor's degree,Free,Start,Divorced,Never,Yes,1,School_bus,5-10,53,58,48
23157,Male,Group c,Bachelor's degree,Standard,Completed,Single,Never,No,4,School_bus,5-10,77,74,73
23158,Male,Group b,Master's degree,Free,Start,Divorced,Sometimes,Yes,1,Private car,10-15,57,53,50
23159,Male,Group d,Professional certification,Standard,Completed,Single,Regularly,Yes,3,Own car,0-10,86,76,83
23160,Male,Group b,Associate's degree,Standard,Start,Married,Regularly,Yes,1,School_bus,5-10,65,69,69
23161,Female,Group d,High school,Standard,In progress,Married,Sometimes,No,3,School_bus,0-5,64,68,59
23162,Male,Group c,Master's degree,Standard,Start,Single,Regularly,No,1,Private car,5-10,80,79,77
23163,Male,Group d,High school,Standard,Completed,Married,Sometimes,No,4,School_bus,5-10,82,91,88
23164,Female,Group e,Associate's degree,Standard,Start,Married,Never,Yes,1,School_bus,5-10,69,70,73
23165,Male,Group b,law degree,Standard,Start,Married,Sometimes,Yes,1,School_bus,0-10,91,83,79
23166,Female,Group c,Bachelor's degree,Free,Completed,Married,Sometimes,Yes,2,School_bus,5-10,49,64,61
23167,Female,Group e,Bachelor's degree,Standard,Start,Divorced,Regularly,No,2,Own car,5-10,76,62,67
23168,Male,Group e,Professional certification,Standard,Start,Married,Regularly,No,2,Private car,0-5,75,70,65
23169,Female,Group d,Bachelor's degree,Free,Completed,Divorced,Sometimes,Yes,0,School_bus,5-10,70,85,89
23170,Male,Group c,Master's degree,Standard,Start,Married,Never,No,1,Private car,5-10,96,94,91
23171,Male,Group c,college degree,Standard,Start,Married,Regularly,Yes,1,Own car,5-10,71,57,60
23172,Female,Group c,Master's degree,Standard,Start,Divorced,Never,No,3,School_bus,5-10,80,86,80
23173,Male,Group c,High school,Standard,Start,Married,Regularly,Yes,0,School_bus,10-15,64,55,51
23174,Male,Group d,college degree,Free,In progress,Married,Regularly,No,4,School_bus,0-5,61,51,57
23175,Female,Group c,High school,Free,Start,Married,Sometimes,Yes,3,Private car,0-10,62,62,69
23176,Male,Group a,Master's degree,Free,Start,Married,Sometimes,No,1,Own car,0-5,54,54,53
23177,Male,Group e,High school,Standard,Start,Married,Sometimes,Yes,3,School_bus,0-10,100,92,89
23179,Male,Group f,law degree,Standard,Completed,Single,Regularly,No,2,Private car,0-10,100,92,92
23180,Male,Group a,Bachelor's degree,Standard,Start,Single,Never,Yes,2,Private car,0-10,47,51,44
23181,Male,Group b,Master's degree,Free,Start,Single,Regularly,Yes,0,School_bus,0-5,64,50,57
23183,Female,Group c,law degree,Standard,Start,Married,Regularly,Yes,1,Private car,0-10,54,61,64
23184,Male,Group c,college degree,Standard,Start,Married,Never,Yes,3,Private car,5-10,73,67,58
23185,Male,Group e,college degree,Standard,Completed,Married,Regularly,No,4,School_bus,5-10,83,72,72
23186,Male,Group b,Master's degree,Free,Start,Divorced,Sometimes,Yes,3,School_bus,0-10,64,58,57
23187,Female,Group c,Professional certification,Standard,Start,Divorced,Sometimes,No,7,School_bus,5-10,83,85,89
23188,Male,Group b,Associate's degree,Standard,Start,Married,Regularly,No,1,Private car,5-10,63,53,54
23189,Male,Group b,High school,Standard,Start,Single,Sometimes,Yes,3,School_bus,5-10,68,64,60
23190,Male,Group b,High school,Free,Start,Married,Sometimes,Yes,3,School_bus,5-10,58,64,58
23191,Male,Group d,law degree,Free,Completed,Divorced,Regularly,Yes,2,School_bus,5-10,48,51,44
23192,Male,Group c,law degree,Free,Start,Single,Regularly,Yes,0,Own car,0-5,51,60,56
23193,Male,Group b,college degree,Standard,Start,Married,Never,No,2,Private car,5-10,71,71,66
23194,Female,Group b,law degree,Standard,Start,Married,Sometimes,No,2,School_bus,0-5,65,77,72
23195,Male,Group b,High school,Standard,Start,Married,Sometimes,Yes,4,School_bus,0-5,45,45,37
23197,Female,Group d,Professional certification,Standard,In progress,Married,Sometimes,No,1,Private car,0-10,64,76,76
23198,Female,Group d,High school,Standard,Start,Single,Sometimes,No,2,School_bus,0-5,70,73,76
23199,Female,Group e,law degree,Free,Start,Single,Regularly,Yes,2,Private car,5-10,60,73,73
23200,Male,Group a,High school,Free,Start,Married,Sometimes,Yes,2,School_bus,0-5,64,57,56
23201,Male,Group b,Master's degree,Standard,Start,Married,Sometimes,Yes,4,School_bus,5-10,79,71,74
23202,Male,Group d,High school,Standard,Completed,Married,Sometimes,Yes,1,Private car,10-15,43,32,36
23203,Female,Group c,Associate's degree,Free,Start,Married,Never,Yes,0,School_bus,0-5,51,65,63
23204,Male,Group e,Master's degree,Free,Start,Married,Never,No,3,Private car,5-10,71,79,74
23205,Female,Group d,college degree,Standard,Start,Married,Regularly,Yes,3,Own car,5-10,62,62,68
23206,Male,Group e,Associate's degree,Standard,Start,Married,Sometimes,No,4,Private car,5-10,96,77,73
23207,Female,Group b,college degree,Standard,Completed,Married,Sometimes,Yes,1,School_bus,5-10,66,75,77
23208,Male,Group c,law degree,Standard,Start,Single,Regularly,Yes,5,School_bus,0-10,54,52,53
23209,Female,Group e,High school,Standard,Completed,Single,Regularly,No,1,School_bus,5-10,66,69,75
23210,Male,Group e,college degree,Free,Start,Married,Never,Yes,1,Private car,0-5,74,66,63
23211,Female,Group d,Associate's degree,Standard,Completed,Married,Sometimes,Yes,3,Private car,0-10,95,97,95
23212,Male,Group b,Associate's degree,Free,In progress,Married,Sometimes,Yes,0,Private car,5-10,55,52,52
23213,Female,Group b,college degree,Standard,Start,Married,Regularly,No,3,School_bus,0-5,64,71,75
23214,Male,Group d,college degree,Standard,Start,Single,Regularly,Yes,1,Private car,0-5,87,84,84
23215,Female,Group d,Bachelor's degree,Standard,Start,Divorced,Sometimes,Yes,2,School_bus,5-10,72,78,81
23216,Male,Group c,Bachelor's degree,Standard,Start,Married,Regularly,No,4,Private car,5-10,73,69,63
23217,Female,Group b,Associate's degree,Free,In progress,Married,Sometimes,No,2,School_bus,0-10,13,16,18
23218,Male,Group e,Associate's degree,Standard,Start,Married,Sometimes,Yes,1,School_bus,5-10,93,88,84
23219,Female,Group d,Master's degree,Free,Start,Married,Sometimes,Yes,1,Private car,0-5,72,83,82
23220,Male,Group b,Master's degree,Free,Start,Married,Sometimes,Yes,7,Own car,5-10,69,67,63
23221,Male,Group e,Master's degree,Standard,Start,Married,Never,Yes,4,School_bus,0-5,94,94,89
23222,Female,Group a,law degree,Standard,Completed,Married,Sometimes,Yes,2,School_bus,0-10,64,84,78
23223,Female,Group d,High school,Standard,Completed,Divorced,Sometimes,No,2,School_bus,5-10,54,64,63
23224,Female,Group c,Associate's degree,Free,Start,Married,Sometimes,Yes,4,Own car,5-10,58,79,71
23225,Male,Group e,Associate's degree,Standard,Start,Single,Regularly,No,3,Own car,5-10,67,64,56
23226,Female,Group d,Associate's degree,Standard,Completed,Divorced,Regularly,Yes,1,School_bus,5-10,84,97,99
23228,Female,Group d,High school,Free,Start,Married,Sometimes,Yes,0,School_bus,0-5,51,50,48
23229,Female,Group c,Professional certification,Free,Start,Single,Sometimes,Yes,5,Own car,5-10,47,66,64
23230,Male,Group a,Associate's degree,Standard,Start,Single,Sometimes,Yes,0,Private car,5-10,43,47,40
23231,Female,Group c,college degree,Standard,Completed,Divorced,Sometimes,Yes,3,School_bus,0-10,83,94,99
23232,Female,Group d,Associate's degree,Free,Completed,Divorced,Sometimes,Yes,3,Private car,0-10,50,56,64
23233,Female,Group d,Bachelor's degree,Standard,Start,Married,Sometimes,Yes,1,Private car,5-10,75,87,87
23234,Male,Group c,law degree,Standard,Completed,Married,Sometimes,Yes,4,School_bus,10-15,81,76,72
23235,Female,Group e,college degree,Standard,Start,Divorced,Sometimes,Yes,0,Private car,0-10,83,88,84
23236,Male,Group c,Associate's degree,Free,Start,Widowed,Sometimes,No,3,Private car,5-10,79,77,73
23237,Female,Group c,High school,Standard,Start,Married,Never,No,1,Own car,5-10,67,70,76
23238,Female,Group d,college degree,Standard,Completed,Married,Regularly,No,2,Private car,0-5,55,67,64
23239,Female,Group e,law degree,Standard,Completed,Married,Sometimes,Yes,3,School_bus,5-10,76,88,85
23240,Male,Group c,law degree,Standard,Start,Single,Never,No,3,Own car,5-10,64,69,61
23241,Female,Group d,High school,Standard,Completed,Married,Regularly,Yes,1,Private car,10-15,80,92,92
23242,Male,Group b,Master's degree,Standard,Start,Married,Never,Yes,0,School_bus,0-10,91,80,76
23243,Female,Group a,Professional certification,Standard,Start,Married,Regularly,Yes,1,School_bus,0-5,57,70,70
23244,Male,Group b,Associate's degree,Standard,In progress,Married,Regularly,No,1,Private car,0-5,88,90,92
23245,Male,Group b,Bachelor's degree,Standard,Start,Married,Regularly,Yes,0,Private car,5-10,69,60,62
23246,Female,Group c,Master's degree,Standard,Start,Married,Sometimes,Yes,4,Private car,0-5,75,89,92
23247,Female,Group c,High school,Standard,Start,Divorced,Never,Yes,1,Private car,0-5,61,69,66
23248,Female,Group e,Associate's degree,Free,Completed,Married,Sometimes,No,3,Private car,0-10,87,85,84
23249,Female,Group d,Professional certification,Free,Completed,Married,Regularly,Yes,3,School_bus,10-15,51,64,66
23250,Female,Group b,Professional certification,Standard,Start,Married,Sometimes,Yes,2,Private car,5-10,66,72,69
23251,Female,Group d,Bachelor's degree,Standard,Completed,Divorced,Regularly,Yes,0,Private car,5-10,88,96,97
23252,Male,Group d,law degree,Standard,Completed,Married,Sometimes,Yes,3,School_bus,0-10,83,83,80
23253,Female,Group b,Bachelor's degree,Standard,Start,Married,Sometimes,Yes,7,School_bus,0-10,65,75,70
23254,Female,Group a,High school,Free,Completed,Single,Sometimes,No,3,Private car,5-10,56,71,73
23255,Female,Group c,Master's degree,Standard,Start,Married,Regularly,No,5,Private car,0-5,77,85,86
23256,Female,Group d,college degree,Standard,Completed,Single,Regularly,Yes,1,School_bus,5-10,82,95,99
23257,Male,Group d,Associate's degree,Standard,Start,Married,Regularly,No,1,Private car,5-10,86,79,85
23258,Male,Group d,Associate's degree,Free,Start,Divorced,Never,Yes,6,School_bus,0-10,82,73,74
23259,Female,Group c,law degree,Free,Start,Married,Sometimes,No,4,Private car,5-10,49,59,65
23260,Female,Group c,college degree,Free,Completed,Married,Regularly,No,1,Private car,5-10,47,73,74
23261,Female,Group d,High school,Standard,Completed,Divorced,Sometimes,Yes,1,School_bus,0-10,43,56,56
23262,Female,Group e,Associate's degree,Standard,Completed,Single,Sometimes,Yes,3,School_bus,0-10,84,75,84
23263,Female,Group b,Associate's degree,Standard,Completed,Single,Sometimes,No,1,School_bus,5-10,70,87,89
23264,Male,Group b,law degree,Free,Start,Single,Sometimes,Yes,3,School_bus,0-5,54,65,59
23265,Male,Group c,college degree,Standard,Start,Married,Sometimes,Yes,2,School_bus,5-10,81,83,70
23266,Male,Group c,law degree,Standard,Start,Married,Sometimes,Yes,2,School_bus,5-10,79,78,75
23267,Female,Group d,college degree,Standard,Completed,Married,Regularly,No,3,Private car,0-10,98,89,100
23268,Female,Group a,law degree,Free,Completed,Married,Sometimes,Yes,3,School_bus,0-5,64,82,73
23269,Male,Group a,High school,Standard,Completed,Married,Sometimes,Yes,2,Private car,0-10,88,81,77
23270,Female,Group a,college degree,Standard,In progress,Married,Sometimes,Yes,1,Private car,5-10,54,61,61
23271,Male,Group a,Bachelor's degree,Standard,Completed,Married,Never,Yes,0,School_bus,0-5,63,56,53
23272,Female,Group b,Associate's degree,Standard,Start,Married,Regularly,Yes,2,School_bus,0-5,66,84,84
23273,Male,Group c,law degree,Standard,Completed,Married,Sometimes,Yes,2,School_bus,0-5,77,70,71
23274,Male,Group e,college degree,Standard,Start,Married,Regularly,No,4,School_bus,0-5,60,52,47
23275,Female,Group d,High school,Standard,Completed,Married,Never,Yes,0,School_bus,0-5,75,85,88
23276,Male,Group a,law degree,Free,Start,Married,Sometimes,Yes,4,Own car,5-10,67,72,58
23277,Male,Group d,Bachelor's degree,Free,Start,Married,Sometimes,Yes,1,Private car,0-5,91,75,82
23278,Male,Group e,law degree,Free,Start,Single,Never,Yes,5,Private car,0-5,56,61,51
23279,Male,Group d,law degree,Free,Completed,Single,Never,No,3,School_bus,0-5,68,80,71
23280,Male,Group c,Bachelor's degree,Standard,Completed,Married,Regularly,No,1,School_bus,0-5,92,92,87
23281,Female,Group d,High school,Free,Start,Married,Sometimes,Yes,1,Private car,5-10,56,56,57
23282,Female,Group c,Bachelor's degree,Standard,In progress,Married,Sometimes,No,1,School_bus,5-10,79,91,88
23283,Female,Group c,college degree,Free,In progress,Divorced,Regularly,Yes,1,School_bus,5-10,55,68,60
23284,Female,Group c,High school,Standard,Completed,Married,Sometimes,No,2,Private car,5-10,58,70,73
23285,Female,Group d,Associate's degree,Free,Completed,Single,Regularly,Yes,3,School_bus,5-10,82,86,89
23286,Male,Group d,Professional certification,Standard,Start,Single,Sometimes,No,3,School_bus,0-10,94,88,87
23287,Male,Group c,college degree,Standard,Start,Married,Regularly,Yes,3,School_bus,0-10,63,61,59
23288,Male,Group b,Associate's degree,Standard,Start,Single,Never,Yes,0,School_bus,5-10,82,87,75
23289,Male,Group c,Professional certification,Standard,Start,Married,Sometimes,Yes,3,Private car,0-5,66,53,53
23290,Female,Group e,Bachelor's degree,Standard,Completed,Married,Never,Yes,1,Private car,5-10,54,55,66
23291,Male,Group d,High school,Free,Start,Married,Sometimes,Yes,2,School_bus,0-5,40,50,43
23292,Female,Group e,Master's degree,Standard,In progress,Divorced,Regularly,Yes,1,Private car,0-10,86,96,90
23294,Female,Group b,High school,Free,Start,Married,Sometimes,No,1,School_bus,5-10,48,51,53
23295,Female,Group c,Professional certification,Free,Start,Divorced,Sometimes,Yes,5,School_bus,5-10,64,79,78
23296,Male,Group c,college degree,Free,Start,Married,Regularly,Yes,2,School_bus,0-5,56,53,52
23297,Male,Group d,Master's degree,Standard,Start,Divorced,Regularly,No,1,School_bus,0-10,100,92,96
23298,Male,Group d,Associate's degree,Free,Start,Married,Sometimes,Yes,1,School_bus,5-10,69,71,68
23299,Male,Group c,Associate's degree,Free,Completed,Divorced,Never,Yes,5,Private car,5-10,43,39,45
23300,Female,Group b,Associate's degree,Standard,Completed,Married,Regularly,Yes,3,Private car,5-10,72,80,77
23301,Female,Group e,Master's degree,Free,Start,Single,Regularly,Yes,1,School_bus,5-10,87,92,93
23302,Female,Group c,Master's degree,Standard,Start,Married,Regularly,No,3,Private car,5-10,52,53,57
23303,Male,Group d,Bachelor's degree,Standard,Start,Divorced,Sometimes,No,3,School_bus,5-10,85,75,75
23304,Male,Group e,law degree,Standard,Completed,Divorced,Never,Yes,3,Private car,5-10,88,83,85
23305,Female,Group d,college degree,Standard,Completed,Married,Sometimes,Yes,2,School_bus,0-10,64,73,80
23306,Female,Group d,law degree,Free,Start,Single,Regularly,Yes,2,Private car,5-10,67,81,82
23307,Male,Group b,Associate's degree,Free,Start,Single,Sometimes,No,1,School_bus,0-5,57,59,55
23308,Male,Group b,Professional certification,Free,Completed,Married,Sometimes,Yes,1,Private car,5-10,72,68,72
23309,Male,Group a,college degree,Free,Start,Divorced,Sometimes,Yes,1,School_bus,0-5,47,51,49
23310,Male,Group c,Bachelor's degree,Standard,Start,Married,Sometimes,No,3,School_bus,5-10,81,81,80
23311,Male,Group c,Associate's degree,Standard,Completed,Divorced,Sometimes,Yes,2,School_bus,5-10,88,86,88
23312,Male,Group c,law degree,Standard,Start,Married,Sometimes,Yes,1,School_bus,5-10,54,43,45
23313,Female,Group b,High school,Standard,Start,Married,Sometimes,Yes,3,School_bus,0-10,65,76,65
23314,Male,Group b,Bachelor's degree,Standard,Start,Single,Sometimes,Yes,1,Private car,5-10,59,59,59
23316,Female,Group d,college degree,Free,In progress,Married,Sometimes,No,1,School_bus,5-10,36,59,61
23317,Female,Group b,High school,Standard,In progress,Divorced,Sometimes,Yes,2,School_bus,5-10,67,78,80
23318,Male,Group c,college degree,Standard,Start,Married,Never,No,5,School_bus,0-5,56,57,52
23319,Female,Group c,Master's degree,Standard,Start,Married,Sometimes,Yes,2,Private car,5-10,86,86,94
23320,Female,Group e,Bachelor's degree,Standard,Start,Married,Sometimes,No,2,Private car,5-10,83,87,85
23321,Female,Group b,Associate's degree,Standard,Start,Single,Sometimes,No,5,School_bus,5-10,52,60,60
23322,Male,Group e,Bachelor's degree,Standard,Start,Married,Regularly,No,4,School_bus,5-10,85,72,71
23323,Female,Group d,High school,Free,Completed,Married,Never,No,2,Private car,5-10,69,76,77
23324,Female,Group d,law degree,Free,Start,Single,Sometimes,Yes,2,School_bus,5-10,53,54,55
23325,Male,Group c,Associate's degree,Standard,Start,Single,Sometimes,No,2,School_bus,5-10,91,82,77
23326,Female,Group b,Master's degree,Free,Start,Divorced,Regularly,Yes,3,School_bus,0-5,41,62,57
23327,Female,Group d,college degree,Standard,Start,Married,Sometimes,Yes,3,School_bus,5-10,75,77,86
23328,Male,Group a,college degree,Standard,Start,Married,Never,Yes,0,Private car,0-5,44,46,41
23329,Male,Group c,college degree,Standard,Start,Single,Regularly,Yes,3,School_bus,0-5,76,73,74
23330,Male,Group c,law degree,Free,Completed,Married,Sometimes,Yes,0,School_bus,0-5,67,63,61
23331,Male,Group c,college degree,Free,Start,Divorced,Never,Yes,1,Private car,0-5,70,68,64
23332,Female,Group d,Bachelor's degree,Standard,Start,Single,Regularly,Yes,2,School_bus,10-15,66,62,60
23334,Male,Group d,college degree,Standard,Start,Married,Regularly,Yes,1,School_bus,5-10,60,47,52
23335,Female,Group d,Professional certification,Standard,Start,Married,Sometimes,Yes,0,Own car,0-5,53,62,60
23336,Male,Group f,High school,Standard,Start,Single,Regularly,Yes,3,School_bus,0-5,79,87,88
23337,Male,Group b,Associate's degree,Free,In progress,Single,Sometimes,Yes,3,Private car,5-10,68,71,69
23338,Male,Group c,Professional certification,Standard,Start,Married,Sometimes,Yes,0,Private car,0-5,76,64,68
23339,Female,Group e,law degree,Free,Start,Married,Never,Yes,0,Own car,5-10,66,70,61
23341,Female,Group d,college degree,Free,Completed,Married,Never,Yes,2,School_bus,0-5,40,57,56
23342,Male,Group d,college degree,Standard,Completed,Married,Sometimes,Yes,0,School_bus,5-10,72,69,67
23343,Male,Group c,law degree,Standard,Start,Married,Regularly,Yes,4,Private car,0-5,68,66,67
23344,Male,Group e,law degree,Standard,Start,Widowed,Regularly,No,3,Own car,5-10,47,43,46
23345,Female,Group a,law degree,Standard,Start,Single,Regularly,Yes,4,School_bus,0-10,58,57,55
23346,Female,Group c,Associate's degree,Standard,Start,Married,Regularly,Yes,2,Private car,5-10,50,61,62
23347,Male,Group b,Associate's degree,Standard,Completed,Married,Regularly,No,3,Private car,5-10,100,87,98
23348,Male,Group b,Associate's degree,Free,Completed,Married,Sometimes,Yes,0,School_bus,5-10,59,53,54
23349,Female,Group c,law degree,Standard,Start,Married,Sometimes,Yes,0,Private car,5-10,39,50,51
23350,Male,Group c,college degree,Standard,In progress,Single,Regularly,Yes,5,School_bus,0-5,56,65,58
23351,Male,Group c,Professional certification,Standard,Start,Single,Never,Yes,6,Private car,5-10,64,65,59
23352,Female,Group c,college degree,Standard,In progress,Married,Sometimes,Yes,0,School_bus,5-10,91,97,100
23353,Male,Group e,Associate's degree,Standard,Completed,Married,Sometimes,No,3,Private car,0-10,100,100,100
23354,Male,Group e,High school,Standard,Start,Divorced,Sometimes,Yes,3,School_bus,0-5,97,85,84
23355,Male,Group d,law degree,Free,Completed,Married,Sometimes,Yes,2,School_bus,5-10,45,50,52
23356,Female,Group d,Bachelor's degree,Standard,Completed,Married,Sometimes,No,1,School_bus,0-10,61,62,66
23357,Male,Group d,High school,Free,Start,Divorced,Regularly,Yes,0,School_bus,5-10,66,63,63
23358,Female,Group d,college degree,Standard,Completed,Married,Sometimes,No,2,School_bus,5-10,88,98,100
23359,Female,Group c,Associate's degree,Free,Completed,Married,Sometimes,Yes,2,School_bus,5-10,51,78,77
23360,Male,Group e,High school,Standard,Start,Married,Regularly,Yes,2,Private car,0-5,74,69,62
23361,Male,Group b,college degree,Standard,Start,Married,Regularly,Yes,3,School_bus,0-5,67,54,51
23362,Female,Group c,law degree,Standard,Start,Married,Never,Yes,1,Private car,5-10,67,78,71
23363,Female,Group b,law degree,Free,Start,Single,Sometimes,No,2,Own car,0-10,67,79,73
23364,Female,Group d,college degree,Standard,Start,Single,Regularly,Yes,3,Own car,5-10,81,93,100
23365,Male,Group c,Associate's degree,Standard,Start,Single,Regularly,Yes,7,School_bus,0-5,58,52,46
23366,Male,Group c,Associate's degree,Standard,Start,Married,Regularly,Yes,2,School_bus,5-10,59,59,62
23367,Female,Group d,Associate's degree,Standard,In progress,Married,Regularly,Yes,1,Private car,5-10,59,74,75
23368,Female,Group c,college degree,Standard,Completed,Married,Sometimes,Yes,5,School_bus,5-10,69,67,74
23369,Female,Group c,college degree,Standard,Start,Married,Regularly,No,4,Private car,0-5,56,67,71
